Net Worth,Rent or Mortgage,Loan Debt,Medical Expenses,Income Bin
835000.9836793167,447048.10956717056,33432.29625934167,926507.081329005,6
198311.28839214428,388024.6495658176,90588.96693004441,871581.7571510567,3
36833.93450591221,491613.113297714,12793.852662899797,292395.55909271963,3
660677.7497852539,885909.0520145552,26205.985459811942,83002.81001265842,0
563274.7595095271,266039.2801659587,79077.46344986503,551979.1855847875,6
920543.8184215897,351186.47014501935,37891.86479061951,535844.607782115,4
525076.5108519542,481609.0121431272,14069.260219168822,322661.4405927837,5
236565.69616765133,889628.4059576432,15306.859295443564,591010.5707370329,3
121552.21221254441,105128.36152794758,28723.312764568065,961812.0460173149,5
194196.58918388927,118874.20292065454,66257.42682731617,464240.4639796194,4
583761.8344830082,803248.3517739384,81175.80907352496,505083.81545283156,5
515732.9136664611,18701.961639817855,93469.76169869746,626677.8254361566,8
986582.1524025305,948062.4194590651,46872.335910247384,490157.0897771922,4
321483.46342655143,171643.3086646707,41447.588314350935,239457.4819176397,3
764189.7477933727,940667.7462318647,98156.12869528445,339726.0459165654,3
377936.9130834905,75577.91650913781,37731.109897920476,553966.3139117303,1
944624.5108083426,161932.42450309108,17750.841179832423,84108.1774423974,2
536712.7766597465,52109.505982567025,49026.47297929446,123248.47399876015,5
697179.4340154581,553674.8005919809,37352.62880120542,576644.0480201725,6
123353.09443441089,143344.64507607336,65008.66447949435,390152.69491161685,5
883898.9260625066,633.1294063506299,45086.296107434646,256365.27661746056,3
150004.3828377018,99636.36355581584,86354.08232120513,247421.91496716425,4
730784.6859369973,27919.760669332773,27718.806166902134,644693.060323334,2
636951.6579006445,486951.5482172632,48992.03275660683,435004.709981639,2
172273.7450875287,803328.665267428,45678.99919134667,882326.1503958756,6
888182.6323399981,139380.92793413805,2809.158362648656,998604.096780014,2
422659.6727623253,51770.428780634094,43949.44877009613,280888.9152411561,7
134410.4148885734,796094.4363620342,51017.25824633695,836567.6794044982,2
606673.9121273607,125386.21902910662,7605.98929381704,282019.0867226155,2
387361.4700403325,448085.8481362774,39366.38084315349,309819.43075672083,7
611068.9462264657,675424.5376896563,5779.659427755158,134574.80951391297,8
77613.77570086924,627309.2129788317,45305.986427931275,148115.57580423163,7
593033.4577779266,914889.1360247197,85552.49508559483,336392.92368653615,2
672380.5977066845,620739.2662563139,80887.575537096,656962.9267282345,7
306034.8690907214,218872.08774640242,66290.18165035265,74195.31358995568,8
111707.67881909205,291468.71096495294,55599.60890626492,746081.0648294354,2
638171.5094392451,258998.04628592715,21006.9879383049,24977.343663932672,3
552864.4695436412,921440.5240204356,29332.100890051548,926581.088812162,2
322138.7652633777,616624.9772698777,90249.86738032164,143781.94047838554,1
611276.2813293795,570859.7007719859,78114.82240176544,286983.10618929454,4
92137.61383090923,846577.062268629,63502.78749286361,331447.18932019826,5
89183.24889023266,728721.3708601792,31094.323077005003,956954.8904537557,5
634952.0649844529,434903.8436323409,74097.29741306184,973693.8128271117,0
652512.5146843118,434398.3019900047,22903.21194620267,871815.1999514101,3
828044.2551369338,755800.9479404096,9266.399295687255,982590.6094202637,2
719106.110672443,101159.81317216926,31059.746178598645,566770.7666825331,5
508014.5385846321,33785.446197922894,84799.61867947713,48436.396014199134,0
613015.217444872,923931.5996644824,13813.791750867877,180542.28517554994,5
459356.89394089574,370856.57060192357,69984.94549861515,368646.4739228255,6
987298.7997728708,329383.8788532317,20824.09756000845,63930.76978929768,8
795850.3448616435,805123.6350987385,51078.40879102964,869254.8338123047,8
445197.1253642265,872011.9095679163,80298.00243156859,155844.29354590323,7
535368.4258171311,969318.4651458146,4708.034260553484,324665.1088369748,7
174673.99333453694,483709.1516634834,51391.59699812855,442371.3825103114,0
180916.62734036363,361946.8305499739,78083.58926278667,983018.5174061594,6
770535.4496790752,888191.7596997245,87332.57928186862,532679.5886999756,3
274686.5228828876,996686.7412131135,87158.52998714928,360375.6145834482,2
294382.0068981561,944403.9027628973,11566.631262210258,896967.2018757208,6
824400.5014762245,58621.69349447477,45698.67031888717,827439.8204927191,7
502375.5616525933,906104.2833061488,11066.550261737219,46248.19953863124,0
274180.5732171722,466900.39739531674,83180.5719238169,360002.86462514894,5
564392.7146168874,929692.3780150476,45701.595276415515,940166.6492492094,8
846996.8632882866,749110.9839851551,6834.5557668147985,878197.088828844,0
393943.0535338797,977259.7686689879,47417.695666633255,463630.65011926496,2
419483.0277161923,888529.5566997061,83125.91589406836,976938.0614283537,1
337988.7112158041,299688.7023382594,12820.870398859995,989442.8367621688,3
45296.669157822376,324430.0493611726,26582.707331084177,386548.38798259903,1
425071.1783320327,101844.38167932919,4059.816803249139,387403.47857732227,0
975027.8195393101,280958.9219381994,11764.09409169581,184151.96154263336,3
902492.9990169054,887609.1732427562,17457.97355414037,529327.5016048065,1
382739.7568699532,232489.0931946768,90498.62506506908,567957.7671999055,1
469185.63086020673,501570.62394943484,5866.3774632141785,465139.4165213697,1
83317.90527108163,106114.05726619317,44559.99649976313,296797.85759408626,7
154970.02488147482,950819.936453322,97700.75729446196,511654.77895001956,4
284951.99191798014,436277.9148459461,36923.54773590547,90324.17863557074,2
590665.9186051064,116415.90939225233,18304.12161557884,510801.95882873103,8
494833.5757533553,255866.7145473761,74661.0698827415,527583.8242099594,2
39821.06136204999,648418.8522489268,56775.87209892832,354100.9023873897,5
662624.6704717895,39544.68523152799,35923.36081003814,481623.97546224634,6
398132.8723875296,704359.496191549,21127.267116148883,317358.046487602,8
896352.7541656819,465993.6693307386,12535.209366542644,206504.74581689958,3
90227.26228174994,539462.4842446363,70232.90031011702,564435.597013154,0
671014.2671717362,207697.27367038827,32164.607882792752,735214.9269658029,4
112987.71865349388,313996.76833069854,19677.4689920273,949785.2233462705,5
80815.75173354549,350279.7786706815,72572.4669762796,501170.4851604707,6
11204.391664131785,950232.9075890782,38657.02405637006,288547.3646527642,3
510500.8191563055,380152.4083354219,46747.78707764865,338151.6980118289,5
978353.7053377961,958.6776042473932,28675.1136250329,118981.15753049776,8
847688.6342059429,266747.4138662647,866.1706636504784,533670.4611370587,8
261990.97182822318,681432.6415018087,15032.751159919355,23342.219743220816,0
287335.0442255361,129636.9457751042,7454.91547244439,699318.0802977611,8
234981.005427656,89312.76148280076,73624.80853672369,594652.360294177,8
446550.7209193664,370136.7704058942,55916.39639051409,315836.26315533475,3
374811.8066535222,546263.3832334034,24941.687394205135,401345.19096022483,7
566054.3616079082,324050.8786571865,53480.0093840606,303280.23431135097,5
29338.318017785525,763629.1501994234,36310.81927021125,618397.0145383534,4
178232.18069082501,869704.5425262328,84635.1700004321,334902.26236299,7
938180.4083397385,751480.4331826336,74842.9236912959,295335.8303206416,4
780995.6659918543,119477.46623959987,45198.11081591105,35311.41007849048,5
40767.73103009113,815513.5027709674,72437.9680673072,197401.99991581563,2
247205.72413405072,463704.6761640056,24780.499373786548,672173.4530484934,4
839058.5938707866,886959.5441796242,42460.85919573844,250846.42600473482,4
781744.1279785879,351115.5815746628,23293.734213573658,418724.70453649055,4
178024.89252378172,618649.3140794066,65501.71712693093,68920.88022572074,5
425764.5801481929,333062.9659768839,97787.50925076744,801698.2110010282,4
371904.2377163869,768070.3270212798,37496.93621421072,836005.8331343277,2
276029.69225530303,851377.6215810452,12856.930293682866,316858.34989807406,0
177738.8989385117,8548.203370492447,36812.213507844026,139938.5649050605,3
914687.9440607396,309096.10565111914,68202.05087182081,451232.7848587815,5
645008.2588706374,653147.1674029335,8551.92835420191,831863.3867636301,1
847346.3923191858,788094.3810794513,98900.60590574023,32823.45281938748,2
149628.33776673378,333152.28277601197,75352.43555880374,492925.62907316984,6
893552.5481290343,33011.79490512718,36970.25087255612,324851.30120184657,6
108721.53329141265,26409.779031853486,11646.077114646014,74726.00829851351,4
256057.8479572645,127338.04101503399,81013.36924443244,586205.4378595747,2
467265.99042676075,692427.514398902,13311.72033626925,870403.1243081281,3
223590.92340479748,885456.7641713014,91404.46919247275,47332.53957710481,8
51271.646838820016,934116.7570389267,19972.534211496495,365779.0721903836,7
37706.84685113956,982381.5449390867,6262.658401351695,447617.45634589146,4
610333.3360623904,976318.6571172591,80.99318317235094,629351.8738478966,6
162320.9268818747,533274.5768274295,85871.68713736148,582897.3098249317,7
481489.9376314905,331864.6961000187,67401.28837089465,618045.2573704377,0
560136.2666136747,562062.4539283833,93341.85766070563,649547.522647704,7
514012.92180073744,442805.6462352562,86412.2025054102,516234.0968603245,8
343191.69610019575,404508.72104997514,81298.15882336836,783696.8147088257,4
537659.2554179232,388426.3162252182,61608.432287867356,710630.5381204339,7
355890.87175639457,428878.06261062314,61716.595329813936,486486.085003865,3
887926.2103424566,713374.4330331731,24518.63678472803,581209.9383082119,1
696624.8956860956,578636.9671402782,12479.594218862321,100356.24444391255,3
550548.4559033191,70036.32851719654,45291.95877937185,811420.959697932,3
873811.906360162,298123.6445396477,7645.67334453986,63816.137520915414,4
687844.7832456582,263104.1339397867,50885.2429903769,170098.6809462698,0
799973.4200271041,632449.9350635735,87467.58134443419,953280.3046812101,4
247564.0887547227,9261.786395447723,52555.415868163655,618533.3552193986,7
940754.6255624526,678804.794811718,91653.62571284633,290285.7196931934,7
1411.0421802598917,668770.4364881308,63449.44941440873,504407.25915795023,4
339019.8219135386,846836.8050998794,31196.52148522636,969859.870560378,2
738956.6355129936,24283.984223367195,60892.76503267429,291370.3691638737,7
715390.0629616969,742044.4198070664,93283.61805397783,417153.57462532056,1
1844.4477957577642,677747.9885011624,73187.91707580879,982910.016718787,0
149371.99554677348,988336.1760414024,439.5797687273495,813606.7313974416,4
703722.9542819633,751576.1376440374,35328.313643851114,617049.443897228,5
800614.2076480426,1163.2176703100238,71133.02553694264,390233.6824977236,4
924313.305339256,253400.52211586395,51562.03615327926,428015.4730403978,1
636929.4718126501,91691.4519024572,56381.16845605257,498257.6725967445,0
391241.9901610572,756644.741696808,28510.494403109555,324191.15063878876,3
834009.6658100913,576414.6941869112,60299.40168122716,356869.6231376004,2
841155.9418337261,132546.48926648495,43299.56381010978,946314.362798202,2
459398.86383269023,592095.0020812722,6785.562844984072,848112.2031405404,3
984566.333390823,784054.5879079225,33106.20391052375,375400.900610362,6
64265.901319235156,109474.93323557034,59396.46614394974,958444.9592225786,8
497130.083963174,55617.237281004986,85948.76106718904,372797.3454885576,2
461311.19743978855,148726.0295792676,20785.882215230045,753711.709786342,4
85626.68814778807,944156.1097535086,14645.774717259752,985712.0490758179,3
873989.7418880862,404195.92920316715,74631.91447923404,957746.0609679327,7
72495.01305446349,516113.06024344004,18808.691370156972,471601.5548763,0
406187.6657791437,163261.7771150563,20083.367821106913,788495.3389328948,7
606023.766045652,665638.9143209652,46893.06466429685,155040.52445152684,5
815420.5958986024,310193.4853668233,32741.097364681136,420747.5263422774,2
275212.3780185779,682070.6890907516,75729.14225129629,891860.6497231796,4
158560.01191710867,755128.517481316,54400.34914420817,783065.0390982683,1
915632.2139722198,346044.9378366899,82574.92930733129,726087.4392679384,4
372088.94014724926,443305.8836709478,13735.401978846994,612091.3991370464,6
910814.5818957265,418355.62468020205,16106.552033823584,936164.489587688,2
519056.06891627476,538962.1326171611,9710.082687363309,260574.1809099047,8
63980.566555794314,492098.70451482653,16827.180815389598,783190.1098244915,1
887446.9493285264,141797.3779758417,5302.4188038478305,178416.45678960305,5
329631.42048880365,55368.348351963024,88240.28245041557,476474.5750946636,4
631370.1454171222,317671.0508802044,97673.68554603837,857593.8977177541,8
489484.50568185555,289242.10677446803,8502.884954309375,381548.360355867,1
637247.0411979569,634339.6743700735,84652.79504413565,988631.9522142599,2
868252.5649637502,999154.3850104583,9999.598694052958,429374.0888676597,4
215027.94352475053,52955.18976475378,43283.69670543443,832794.2365148395,0
792323.252555589,452830.4234538658,88344.9263505998,338198.3438098174,0
661696.1146212096,374386.77229391335,6613.114946538845,585587.1576838149,2
272862.7208857859,925188.4168578755,12972.524092239235,974670.2451938397,3
222336.72779598323,709800.5372260613,48370.619970807915,976999.1379952609,0
994476.883299604,417840.527745579,14676.468945635623,890241.7775297787,2
986789.979885314,322677.63715040276,74802.47895275052,662014.2074071643,0
349571.162323801,237595.80623608778,9718.116872695482,587112.6025132658,5
884932.9775566623,669531.2665391302,6748.116614899413,998897.2479081211,3
36497.32492100244,48984.78158864572,182.54336061754861,756683.750403819,0
67029.40129667312,433217.2452665891,24560.514336706197,313353.0088460175,5
30002.907340232476,187153.6314385741,58413.17653381375,482687.48910993384,1
156104.07433408414,80329.04629611858,44482.72895579377,654693.0712776005,2
50634.01627646702,710037.2451933287,92824.9754130975,199230.45454986088,2
827544.266592057,884800.5878544217,90640.00588422094,923761.9654106771,0
501628.70841445663,164777.80504981775,79826.89132359551,947869.0623923638,2
465366.215003757,788856.9901590741,63855.45371389069,753868.034081805,0
320787.73856241006,332672.9747230396,33680.097670855146,454714.0965609039,6
227979.63017430666,585416.6106674826,62632.54632397387,68033.79367295503,1
524759.8185628629,305682.65194445144,56313.99465481235,632975.163514575,5
302123.57583011605,184899.70736998928,23746.9721229677,122867.5769840536,4
749200.9666163959,601101.4243904185,20242.491039592027,589829.4290632597,0
823928.7249914756,896470.0238468633,66989.94393006676,332896.26264350134,1
806142.1334271065,863763.3965233922,22007.790874836595,612194.4519202892,4
204186.89733316065,768269.5222942994,31988.0039186218,872151.6281067736,5
68273.85863117974,975325.8696089545,21249.69798885412,937316.7405915896,3
6716.425112898938,27885.467875797043,66477.73733943747,983180.9583352443,0
569554.2745068982,502363.00441158377,97427.4903302295,950891.6348231666,8
870016.14162199,280583.7712207374,63706.134861493156,417697.51891713147,6
336811.64676445606,856744.2060589403,33345.30951224501,950856.779773714,0
68712.03266767257,355923.6228759579,18801.090902567306,22997.846366003883,7
349515.5457920373,38508.3317508893,6901.206196252363,460178.63429890515,4
959736.3316048352,295297.99568790436,43746.491479846416,443895.50842358836,8
860111.274155784,301980.6355646296,89573.72108487677,343972.9585139386,7
147274.0101787885,724694.338178298,39224.54493996543,423218.2668530461,8
75658.95111920529,261711.14871329427,34512.136600768164,818884.1326441921,8
417121.4055871576,976984.5318875542,24126.301028822385,600524.6622472977,8
416968.4172220093,166061.59625473316,97663.12416685237,535328.38713812,5
51989.93282408826,449486.7026540994,42543.44313759204,298347.1334565142,2
775532.6406725262,259974.08491662279,33499.20078540588,912083.8991547629,5
913620.23666896,2618.850655540239,21443.38271151591,458804.756593343,2
938375.5907869146,917952.5460894229,90154.60515188186,992639.498327393,6
278678.23091357714,311088.60468073,97125.39315129501,880021.1494942821,4
501746.3221113452,163395.73418586352,9729.068140005815,751182.4872632442,6
884914.2012692718,589531.6303925139,40474.61323645495,849582.124628229,2
507856.0279221118,903339.4430187272,37313.5110172655,385626.96645181713,0
645402.2955766515,903361.4452537614,50590.04905364476,549210.7933924841,4
973322.1233581153,864252.5032849829,32275.71771439146,582815.3768828114,6
382997.5621214495,211071.6843131918,84807.37919302483,681911.2998969884,0
487831.76336088806,786692.9170244723,90901.08043718293,856478.4680058266,1
361770.07675517246,311177.1103079364,41186.111996939326,298840.256543082,0
983073.154992204,966293.2165481171,37350.75111489564,908455.7627152638,8
214222.76285640209,13777.328545617085,27958.316253850524,729224.1016938782,0
247519.17965130243,527007.4154861169,66430.6005682415,259329.42238292866,6
539581.0584715788,786473.177808712,27141.471256890993,66993.08372872836,8
798555.6183075797,752057.8047376804,72655.37891454838,448897.7679823647,8
24389.300839934625,730790.1439268008,4083.500852470423,93357.7890904973,3
835866.4997327464,163025.4019581997,73494.86702574666,241049.12205333452,4
448173.42016476835,620961.7763217426,62018.94321871998,620191.803250858,4
956233.9537740288,120570.73543266572,36242.57568726211,409481.11855941085,4
305234.14499673294,952500.2726567385,23288.613105570443,568314.6276861271,0
140551.24345152004,226724.95797540538,62479.341225868266,736688.2340609999,3
457358.4338432044,298036.90142130404,93295.29058807452,86319.45904383365,4
636467.2340668611,316053.8787548559,37418.55207420306,321256.9255288615,5
720844.0071814489,378053.6050326979,36406.83645023004,157526.96951959954,2
114632.42296054121,326241.26371682074,15781.649045358348,987017.0421234681,5
580072.572545588,42737.68351224272,64617.8243380086,625696.8022185388,0
906297.9875539374,566895.5052651765,76686.51790127145,766723.5601965905,7
541600.9124072745,815961.8019285817,63360.556066055186,87918.2617544444,0
263475.0966698682,17312.27838741356,64793.7901530925,944095.8114556937,1
978731.4962452041,820784.9217059088,46360.42488142579,498259.0331243598,1
220274.31461163404,544686.186025036,87190.43534187655,5083.182738913172,4
142363.13875222727,120327.48400700155,78206.82622440995,525904.1037800311,7
109177.16598424444,988735.0931382384,3907.695810552736,260837.74829381047,5
210913.4182744138,516782.05880035245,62197.90216648832,275404.70536298875,7
667902.4446144813,815698.4144620015,35569.60606906477,313250.33187930105,1
897082.9936216607,489708.9712982704,58925.50064712257,630399.1303696585,8
486800.01688171027,714918.5093390793,84663.53302385489,913286.5057894666,0
199522.63907968637,5607.580706650239,40359.040505620906,853034.8814200264,4
406476.4798321384,35822.02986141947,74077.3059073149,890680.3088696614,2
337446.4917772807,177671.57017895175,67347.08927201541,384106.85079684225,6
390670.8887399062,849452.4814204592,84711.22562891965,642890.4161596223,2
809316.2138894515,546000.379144012,93533.17925240789,212131.90780051926,2
200807.01638089903,643949.1893280016,74658.38071993223,886533.2202576513,0
416727.75623582123,614838.8717432522,82361.48967394471,107157.56828459544,8
951266.9700908574,966873.5502132855,23922.682862086363,9669.487088421636,3
895673.4364893527,260223.5829139986,5307.163014532701,224848.7065555337,2
233453.16564889805,444359.6100079674,79073.83520501496,92800.39700514996,7
336213.9825231073,570994.7019185234,77097.37050122992,856575.5900816818,6
282904.0463267812,129277.33657831208,25553.575420128804,125854.01251901762,7
347304.31769940926,496247.97416092426,60781.580234185385,773440.4880281452,5
582456.493491841,651996.9920461635,25776.933293749236,377582.34693430783,8
937904.1066668079,707572.079856814,52538.73248868477,569358.2265514258,1
277564.69589093834,203811.44648007787,64863.002885922186,197527.13062830098,1
10320.789257564411,595280.3181019932,25719.16848285507,878223.5785953318,7
362062.59577425284,651288.0821042334,98612.18062674404,134374.5939884058,5
317803.7609715384,492567.9315764422,2434.030285545119,577433.0368953849,3
965991.4754510979,549495.3215681198,31185.955210124717,744490.2007770636,6
617679.2714640098,912535.7505969647,88097.97746079887,162652.1359115415,7
904192.0387514493,846455.7747972689,68576.51795384339,84508.6419676132,0
317139.44311038055,517562.9606242965,45228.25119824474,854136.4136309155,5
716606.9872798242,924644.346920083,11886.636262131622,17262.882833941396,1
167249.5871870088,680162.7298790582,22754.756327908508,231753.10848586107,5
373501.46153721533,561684.4612342201,46781.389431120035,733981.2124888508,8
820206.2058897866,691327.0442248315,47524.096983710304,74050.70292178262,8
116056.8596304411,319779.9549277557,61426.16225897617,845982.2000449927,5
360260.90640813333,253693.46702997587,47226.527588600766,156999.61043397558,2
547772.1723885987,853466.0501753631,89425.11098543492,623295.2333489716,2
948947.923496501,567521.3972224373,84876.00683689842,413771.5943127729,6
314189.4503685937,342728.13675046945,86014.43879928286,871376.2292600537,1
78854.07249909948,528973.1749431647,11975.130860248373,353484.58712498285,8
386733.78453671135,714791.395951573,26593.925572556054,733567.9635337001,8
916778.7803896096,965059.9888589289,15327.933849635388,947441.1394668351,8
111917.22473917642,78179.84249426168,15467.634811687836,370099.8555402113,4
404807.5213012089,461849.83685383206,82042.01309963003,565646.2968824197,7
261132.18907501124,558187.7007868611,92547.80414670966,43873.413327198854,0
782230.8628495233,346740.80266128725,81041.50154722037,905578.31010863,2
402509.5804469609,472970.0959824844,54521.280855763864,658083.7193457262,3
882005.780965019,830368.4109043814,82588.10243692083,251595.2646108659,2
161869.7953521554,26719.9071260672,2406.033289063636,58625.70215358043,5
896272.0491478142,94493.28148092085,52718.98435890421,607889.7536802914,0
601547.9948011508,167062.16827083653,7491.593615754577,71229.93978347258,0
576909.3159124098,587858.49842089,36975.966054673336,672814.7461509744,2
832966.2405571736,791963.4872791376,47116.290794371795,909032.677935505,8
955963.8893442783,588164.7450381592,9753.012791593495,345530.90062721545,5
376317.1123778666,628548.5991643323,72673.52264542786,396858.03093869257,0
398335.2972390497,946839.816337671,44716.39598498609,876528.6617691088,0
480764.76739024196,153547.09658028197,83790.74253414039,658471.9559812647,3
826074.2105028164,659381.0732166503,80224.50736876711,548409.6817582767,7
594391.4040387461,700817.6035903627,20741.28616013845,963044.1689453194,0
4158.014692530854,867022.219109779,24321.827056748112,268088.3020671414,3
421423.53558820277,616374.6913597563,97419.67349328488,771130.6158442721,5
379074.74230997695,656093.4600752776,98240.87720059553,590483.6015280196,1
434377.335661554,734337.8491087676,28993.728075564184,295283.78110711905,6
633102.0988947025,421782.87517682964,78913.75708248284,818850.0257082613,5
367341.13232292264,194631.58706457628,21971.91444533659,627214.1741536257,4
796738.63515913,726932.3577649704,67490.82302480159,976673.6521821633,5
305959.9496583728,304076.2391918055,74388.16303362219,333062.00199756795,5
579761.74190471,550556.5269239874,85995.71895650259,991294.0183545437,5
673338.0418050796,745542.5876451181,1655.5003806449365,162266.9166825611,6
335519.0575954654,33158.76253444938,66904.82177063033,294696.7074504013,1
73017.7470941582,383905.6701367241,13615.42884412853,89217.46585425538,5
454697.96928347973,984387.0442038003,36629.02108960971,523991.2276305706,7
210714.38358225182,918201.7156480083,22786.838765177363,723563.8197020346,5
798701.428635795,200628.74864247692,15414.867713224356,540261.8083744313,0
832714.888231734,478222.11393154267,97664.30900711773,258524.08185954744,1
246580.25912798752,689884.4571358379,37814.22166171098,788811.1207831214,0
970923.1612557962,345913.19257843087,92794.02176937532,131272.72457436423,3
